2018-04-18 18:16:07,"Мне понравилось видео ""Россия - тоталитарное государство: блокировка Telegram и"
2018-04-18 18:16:02,Видео: На Урале воссоздали легендарный пятибашенный танк Т-35 - Россия 24 https://t.co/sM9p3b15LY
2018-04-18 18:15:58,"@kiev_61 @Iren7707 @Voronok_putina @zloy_odessit Да какое напасть? Если бы на вас напали, ты бы уже 4 года спiвал ""Россия священная наша держава"""
2018-04-18 18:15:49,@Borsugg Россия страна очередей)
2018-04-18 18:15:38,"«Россия-24» взяла интервью у мальчика из ролика про химическую атаку в Думе. Его отец говорит, что он «отлично себя чувствовал»

https://t.co/ipK2IXHcY9"
2018-04-18 18:15:35,"РОССИЯ ПРЕДУПРЕДИЛА ТРАМПА, ЧТО ЕСЛИ ОН И ДАЛЬШЕ БУДЕТ СЕБЯ ТАК ВЕСТИ, ТО МЫ ТАКИ ПРИЗНАЕМ, ЧТО ОН НАШ АГЕНТ! https://t.co/SrO2qpufxj"
2018-04-18 18:15:26,Пора гнать ублюдков с России и с ТВ каналов. Хватит нам показывать мерзости...►  Ковтун: Россия трясется от страха перед новыми американскими санкциями! https://t.co/BrrFYzW3fC с помощью @YouTube
2018-04-18 18:15:25,"Видео ""Путинская Россия: Страна чиновников и силовиков."" (https://t.co/ILoFOOAf61) на"
2018-04-18 18:15:21,"Внимание! Знакомый купил билет на матч сборной России на ЧМ, забыв, что у него в тот же день свадьба.
25 июня в 17:00. Россия - Уругвай. Если кого-то заинтересовало - обращайтесь.
Грибоедовский ЗАГС. Невесту зовут Тамара."
2018-04-18 18:15:20,"Россия доказала, что ""Новичок"" производился в США как химоружие  https://t.co/TTGBYBC5Kx https://t.co/xmqKTdXhSy"
2018-04-18 18:15:19,Немного весеннего Кисловодска вам в ленту друзья! #Кисловодск #КМВ #Кавказ #СКФО #Россия #KMV… https://t.co/Cft6XmygjA
2018-04-18 18:15:18,"@_Marfacegarka_ Это ничего не меняет... все равно виноваты Сирия и Россия, которая ее прикрывает... Так будет до скончания века пока существует Россия..."
2018-04-18 18:15:17,"Внесены изменения в закон о деятельности по приёму платежей физических лиц, осуществляемой платёжными агентами, и закон о центральном депозитарии. Подробности - https://t.co/AN0Zghin1b. #Новости #Президент #ПрезидентРоссии #Россия #ВладимирПутин #Путин."
2018-04-18 18:15:08,"В законодательство внесены изменения, касающиеся проведения контрольной закупки при осуществлении санэпиднадзора и надзора в области защиты прав потребителей. Подробности - https://t.co/KDksLr0ebR. #Новости #Президент #ПрезидентРоссии #Россия #ВладимирПутин #Путин."
2018-04-18 18:15:08,«Единая Россия» определилась с кандидатами на вакантные места в Курганской областной Думе. https://t.co/EHbXGqoIcA
2018-04-18 18:15:03,Американцы ЗАВ0ПИЛИ! Россия может ЗАПРЕТИТЬ полёты американских самолето... https://t.co/dHGw3FFMJE käyttäjältä @YouTube
2018-04-18 18:15:01,Аккаунты Госдумы во «ВКонтакте» и Twitter подверглись массовой кибератаке #Россия
